# CARAS,CIUDAD,MUNICIPIO,CLAVE,VISTA,DIRECCION,TIPO,BASE,ALTURA,LONGITUD ,LATITUD,TARIFA PUBLICO, IMPRESION, INSTALACION, PROVEEDOR, TELÉFONO PROVEEDOR ,
,DURANGO,DURANGO,15507,SUR,LÁZARO CÁRDENAS LIBERTAD 508,AZOTEA,10.5,7.32,-104.654053,24.033819,"$16,537.50",,,RENTABLE,,
,DURANGO,DURANGO,15510,ORIENTE,DE LA JUVENTUD 707,UNIPOLAR,12.9,7.32,-104.632128,24.03265,"$16,537.50",,,RENTABLE, ,
,DURANGO,DURANGO,15511,PONIENTE,DE LA JUVENTUD 707,UNIPOLAR,12.9,7.32,-104.632128,24.03265,"$16,537.50",,,RENTABLE, ,
,COLIMA,COLIMA,14001,SUR,CARLOS DE LA MADRID BEJAR  600 (596),UNIPOLAR,12.9,7.32,-103.7230455,19.2262279,"$19,018.13",,,RENTABLE, ,
,COLIMA,COLIMA,14002,NORTE,CARLOS DE LA MADRID BEJAR  600 (596),UNIPOLAR,12.9,7.32,-103.7230455,19.2262279,"$19,018.13",,,RENTABLE,,
,EDO. DE MÉXICO,ATIZAPAN DE ZARAGOZA,2038,,BOULEVARD CUAUTITLAN IZCALLI 19 DE MARZO  ,AZOTEA,12.9,7.32,-99.23223057,19.58721282,"$28,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,ATIZAPAN DE ZARAGOZA,2560,PONIENTE,ADOLFO LOPEZ MATEOS  48,PISO,12.9,7.32,-99.25040703,19.56249107,"$28,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN ,2470,NORTE,PERIFERICO AUTOPISTA MEXICO QUERETARO FTE. A PERINORTE UNIPOLAR 1 ,UNIPOLAR,12.9,7.32,-99.18881742,19.60455122,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN ,2473,SUR,PERIFERICO AUTOPISTA MEXICO QUERETARO FTE. A PERINORTE 2o. UNIPOLAR ,UNIPOLAR,12.9,7.32,-99.18904863,19.60589515,"$40,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2007,NORTE,PERIFERICO NORTE A. M. QRO. PUENTE DE LA FORD  ,UNIPOLAR,12.9,7.32,-99.1962183,19.64430081,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2008,SUR,PERIFERICO NORTE A. M. QRO. PUENTE DE LA FORD  ,UNIPOLAR,12.9,7.32,-99.1962183,19.64430081,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2009,NORTE,PERIFERICO NORTE A. M. QRO. ADELANTE PUENTE TEPALCAPA  ,UNIPOLAR,12.9,7.32,-99.19233568,19.6215389,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2010,SUR,PERIFERICO NORTE A. M. QRO. ADELANTE PUENTE TEPALCAPA  ,UNIPOLAR,12.9,7.32,-99.19233568,19.6215389,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2013,NORTE,PERIFERICO NORTE A. M. QRO KM 29.4 ,UNIPOLAR,12.9,7.32,-99.19647359,19.59731745,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2014,SUR,PERIFERICO NORTE A. M. QRO. LA QUEBRADA KM 29.4 ,UNIPOLAR,12.9,7.32,-99.19647359,19.59731745,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2023,NORTE,PERIFERICO NORTE A. M. QRO. ENTRADA STA. MARIA GUADALUPE KM 28.5 ,UNIPOLAR,12.9,7.32,-99.20132685,19.59098131,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2024,SUR,PERIFERICO NORTE A. M. QRO. ENTRADA STA. MARIA GUADALUPE KM 28.5 ,UNIPOLAR,12.9,7.32,-99.20132685,19.59098131,"$40,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2117,NORTE,PERIFERICO NORTE A. M. QRO. KM 29.5  ENTRADA ´PUNTA NORTE,UNIPOLAR,12.9,14.64,-99.20212165,19.59525688,"$80,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2118,SUR,PERIFERICO NORTE A. M. QRO. KM 29.5  ENTRADA ´PUNTA NORTE,UNIPOLAR,12.9,14.64,-99.20212165,19.59525688,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2119,SUR,PERIFERICO NORTE A. M. QRO. KM 33.5 ,UNIPOLAR,12.9,7.32,-99.19320938,19.63108992,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2120,NORTE,PERIFERICO NORTE A. M. QRO. KM 33.5 ,UNIPOLAR,12.9,7.32,-99.19320938,19.63108992,"$40,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,CUAUTITLAN IZCALLI,2478,SUR,PERIFERICO AUTOPISTA MEXICO QUERETARO ENTRADA FRAC. LA QUEBRADA ,UNIPOLAR,12.9,7.32,-99.19435025,19.59759616,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,1425,NORTE,AV. CENTRAL TIENDA CHEDRAUI  ,UNIPOLAR,12.9,7.32,-99.01452602,19.6026833,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,1426,SUR,AV. CENTRAL TIENDA CHEDRAUI  ,UNIPOLAR,12.9,7.32,-99.01452602,19.6026833,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,1530,NORTE,AVENIDA CENTRAL FRENTE A CENTRO COMERCIAL LAS AMERICAS (ANTES SOSA LAS VIAS) ,UNIPOLAR,12.9,7.32,-99.02665265,19.58474933,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,1531,SUR,AVENIDA CENTRAL FRENTE A CENTRO COMERCIAL LAS AMERICAS (ANTES SOSA LAS VIAS) ,UNIPOLAR,12.9,7.32,-99.02665265,19.58474933,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,19138,NORTE,CARRETERA LECHERIA TEXCOCO KM. 45 BIS MZ 94 ,AZOTEA,12.9,7.32,-99.05093934,19.61318124,"$28,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,19767,NORTE,AUTOPISTA MEXICO PACHUCA KM 16 SOCRATES 7,UNIPOLAR,12.9,11,-99.07500692,19.53830069,"$46,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,19768,SUR,AUTOPISTA MEXICO PACHUCA KM 16 SOCRATES 7,UNIPOLAR,12.9,11,-99.07500692,19.53830069,"$46,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,2252,ORIENTE,VIA LOPEZ PORTILLO LIMITE CON TULTITLAN  ,UNIPOLAR,12.9,7.32,-99.13186193,19.62973248,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,ECATEPEC,2576,ORIENTE,VIA LOPEZ PORTILLO KM.  30,AZOTEA,12.9,7.32,-99.07103133,19.62075025,"$35,937.50",,,RENTABLE,,
,EDO. DE MÉXICO,HUIXQUILUCAN,2525,NORTE,TECAMACHALCO LT. 1 MZ. 11 ,AZOTEA,12.9,7.32,-99.27754344,19.38841952,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,IXTAPALUCA,19238,NORTE,AUTOPISTA MEXICO PUEBLA REVOLUCION MZ. 21 LT. 7 ,UNIPOLAR,12.9,7.32,-98.91095224,19.29067271,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,IXTAPALUCA,19239,SUR,AUTOPISTA MEXICO PUEBLA REVOLUCION MZ. 21 LT. 7 ,UNIPOLAR,12.9,7.32,-98.91095224,19.29067271,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,IZCALLI,2468,NORTE,PERIFERICO AUTOPISTA MEXICO QUERETARO KM. 36.5,UNIPOLAR,12.9,7.32,-99.196353,19.649649,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,IZCALLI  ,2469,SUR,PERIFERICO AUTOPISTA MEXICO QUERETARO KM. 36.5,UNIPOLAR,12.9,7.32,-99.196353,19.649649,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,19301,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO #605,UNIPOLAR,12.9,14.64,-99.22031176,19.45348039,"$402,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,19302,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO #605,UNIPOLAR,12.9,14.64,-99.22031176,19.45348039,"$402,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,01069-E01,PONIENTE,AV. LOMAS VERDES MISION DE SAN JAVIER 2,UNIPOLAR,12.9,7.32,-99.24997367,19.49697385,"$100,625.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,05176-E01,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO #60/70 (ANTES JOSELILLO),UNIPOLAR,9.5,10.8,-99.22037691,19.45457236,"$345,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,05176-E02,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO #60/70 (ANTES JOSELILLO),UNIPOLAR,9.5,10.8,-99.22037691,19.45457236,"$345,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,05209-E01,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO ENTRONQUE RIO SAN JOAQUIN,UNIPOLAR,12.9,7.32,-99.22047779,19.45648,"$115,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,05209-E02,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO ENTRONQUE RIO SAN JOAQUIN,UNIPOLAR,12.9,7.32,-99.22047779,19.45648,"$115,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,11P2195,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 245-1,AZOTEA,12.9,7.32,-99.22192564,19.46110341,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,20051,PONIENTE,CIRCUITO MEDICOS 15,AZOTEA,12.9,7.32,-99.23384012,19.50606097,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,20130,SUR,GUSTAVO BAZ  177,AZOTEA,12.9,7.32,-99.228116,19.49116051,"$50,312.50",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2073,NORTE,PERIFERICO BLVD MANUEL AVILA CAMACHO ESQ LOMAS VERDES  ,UNIPOLAR,12.9,7.32,-99.23517696,19.48659513,"$103,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2074,SUR,PERIFERICO BLVD MANUEL AVILA CAMACHO ESQ LOMAS VERDES  ,UNIPOLAR,12.9,7.32,-99.23517696,19.48659513,"$126,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2080,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO  615,AZOTEA,20,10.8,-99.22986139,19.47642574,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2081,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO  615,AZOTEA,20,10.8,-99.22986139,19.47642574,"$138,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2082,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO PUENTE DEL IMSS,UNIPOLAR,12.9,7.32,-99.22957143,19.47470883,"$69,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2083,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO PUENTE DEL IMSS  ,UNIPOLAR,12.9,7.32,-99.22957143,19.47470883,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2099,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO FERROCARRIL ACAMBARO 21,BIPOLAR,25,9,-99.22896462,19.4731278,"$195,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2100,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO FERROCARRIL ACAMBARO 21,BIPOLAR,25,9,-99.22896462,19.4731278,"$143,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2103,SUR,PERIFERICO MANUEL A. CAMACHO ECHEGARAY  HDA. TIERRA BLANCA 1,UNIPOLAR,12.9,11,-99.23706791,19.48927192,"$100,625.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2104,NORTE,PERIFERICO MANUEL A. CAMACHO ECHEGARAY  HDA. TIERRA BLANCA 1,UNIPOLAR,12.9,11,-99.23706791,19.48927192,"$115,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2121,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO PISO 2 510,UNIPOLAR,12.9,7.32,-99.22732995,19.47021872,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2143,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 332,UNIPOLAR,12.9,7.32,-99.22379795,19.46350951,"$100,625.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2144,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 332,UNIPOLAR,12.9,7.32,-99.22379795,19.46350951,"$86,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2208,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO  995,AZOTEA,12.9,7.32,-99.23664124,19.49045059,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2209,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO  995,AZOTEA,12.9,7.32,-99.23664124,19.49045059,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2214,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO  930,UNIPOLAR,12.9,14.64,-99.23675253,19.48833043,"$97,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2239,PONIENTE,CIRCUITO PUERICULTORES CIRCUITO MUSICOS 1,AZOTEA,12.9,7.32,-99.22363817,19.50787363,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2270,SUR,PERIFERICO AVILA CAMACHO  HACIENDA GAVIA 1,AUTOSOPORTADO,12.9,7.32,-99.23615268,19.48850911,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2279,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 220,UNIPOLAR,12.9,7.32,-99.22242051,19.46075926,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2283,PONIENTE,PAFNUNCIO PADILLA # 13,AZOTEA,12.9,7.32,-99.23173333,19.5126516,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2284,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 220,UNIPOLAR,12.9,7.32,-99.22242051,19.46075926,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2288,NORTE,PERIFERICO BLVD. M. A. CAMACHO  CIRCUITO GEOGRAFOS (AUTOS CONTINENTAL) 26,UNIPOLAR,12.9,14.4,-99.23640814,19.50429606,"$287,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2289,SUR,PERIFERICO BLVD. M. A. CAMACHO  CIRCUITO GEOGRAFOS (AUTOS CONTINENTAL) 26,UNIPOLAR,12.9,14.4,-99.23640814,19.50429606,"$287,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2290,NORTE,PERIFERICO BLVD MANUEL AVILA CAMACHO CIRCUITO NOVELISTAS (LA TABLITA) 1 Y 2 ,UNIPOLAR,12.9,11,-99.2370686,19.50577392,"$172,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2291,SUR,PERIFERICO BLVD MANUEL AVILA CAMACHO CIRCUITO NOVELISTAS (LA TABLITA) 1 Y 2 ,UNIPOLAR,12.9,16.4,-99.2370686,19.50577392,"$264,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2300,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 705,UNIPOLAR,12.9,7.32,-99.23259858,19.48163126,"$80,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2302,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 680,UNIPOLAR,12.9,14.64,-99.23143692,19.47771596,"$115,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2303,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 680,UNIPOLAR,12.9,14.64,-99.23143692,19.47771596,"$129,375.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2304,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO SAN FRANCISCO CUAUTLALPAN 17-A,TRIPOLAR,39.5,10.98,-99.22095501,19.45939575,"$230,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2305,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO SAN FRANCISCO CUAUTLALPAN 17-A,TRIPOLAR,39.5,10.98,-99.22095501,19.45939575,"$448,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2336,NORTE,PERIFERICO  CIRCUITO ARQUITECTOS 2,UNIPOLAR,12.9,7.32,-99.23659909,19.51099138,"$115,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2340,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 234,UNIPOLAR,12.9,7.32,-99.22261531,19.46116984,"$80,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2343,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO  VALLE DE MORELOS 18,UNIPOLAR,12.9,16,-99.23278595,19.4803934,"$345,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2344,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO  VALLE DE MORELOS 18,UNIPOLAR,12.9,16,-99.23278595,19.4803934,"$158,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2349,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO PASEO DE ECHEGARAY 3,UNIPOLAR,12.9,7.32,-99.23405319,19.4847702,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2350,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO PASEO DE ECHEGARAY 3,UNIPOLAR,12.9,7.32,-99.23405319,19.4847702,"$86,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2351,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 6,UNIPOLAR,12.9,7.32,-99.23434737,19.48486134,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2352,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 6,UNIPOLAR,12.9,7.32,-99.23434737,19.48486134,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2408,PONIENTE,RIO SAN JOAQUIN  63,UNIPOLAR,12.9,7.32,-99.21873582,19.45607917,"$287,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2409,ORIENTE,RIO SAN JOAQUIN  63,UNIPOLAR,12.9,7.32,-99.21873582,19.45607917,"$287,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2454,NORTE,PERIFERICO CIRCUITO ARQUITECTOS 1,AZOTEA,12.9,7.32,-99.23645946,19.51128951,"$103,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2457,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO KM. 17 + 628 LADO DERECHO PLAZA SATELITE CTO. CENTRO COMERCIAL No. 2251 ,UNIPOLAR,12.9,7.32,-99.23632562,19.5086566,"$172,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2458,NORTE,PERIFERICO NORTE ESQ. CIRCUITO ARQUITECTOS (BANCOMER)  ,UNIPOLAR,12.9,7.32,-99.23708689,19.50843915,"$184,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2459,SUR,PERIFERICO NORTE ESQ. CIRCUITO ARQUITECTOS (BANCOMER)  ,UNIPOLAR,12.9,7.32,-99.23708689,19.50843915,"$184,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2461,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 913,UNIPOLAR,12.9,7.32,-99.2355854,19.48733963,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2462,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 913,UNIPOLAR,12.9,7.32,-99.2355854,19.48733963,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2482,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 830,UNIPOLAR,12.9,7.32,-99.23496559,19.48499431,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2483,NORTE,PERIFERICO ESQ. BLVD. MANUEL AVILA CAMACHO  (CERRADA ALCE BLANCO) 577 585,BIPOLAR,25.5,14.64,-99.22770809,19.47214218,"$86,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2484,SUR,PERIFERICO ESQ. BLVD. MANUEL AVILA CAMACHO  (CERRADA ALCE BLANCO) 577 585,BIPOLAR,25.5,14.64,-99.22770809,19.47214218,"$230,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2487,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 675,UNIPOLAR,12.9,7.32,-99.23085556,19.47815411,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2488,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 675,UNIPOLAR,12.9,7.32,-99.23085556,19.47815411,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2493,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 1895,BIPOLAR,25,14.4,-99.2363845,19.50299907,"$258,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2494,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO  LOCAL 1 41,UNIPOLAR,12.9,14.64,-99.22380205,19.46458781,"$143,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2495,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO  LOCAL 1 41,UNIPOLAR,12.9,14.64,-99.22380205,19.46458781,"$172,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2498,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO 1645,UNIPOLAR,12.9,14.64,-99.23632901,19.49785314,"$143,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2499,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 1645,UNIPOLAR,12.9,14.64,-99.23632901,19.49785314,"$172,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2502,NORTE,PERIFERICO PAFNUNCIO PADILLA 1,UNIPOLAR,12.9,14.64,-99.23462489,19.51299149,"$207,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2503,SUR,PERIFERICO PAFNUNCIO PADILLA 1,UNIPOLAR,12.9,14.64,-99.23462489,19.51299149,"$184,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2506,NORTE,PERIFERICO CIRCUITO INGENIEROS 16,UNIPOLAR,12.9,14.64,-99.23441517,19.51491056,"$71,875.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2507,SUR,PERIFERICO CIRCUITO INGENIEROS 16,UNIPOLAR,12.9,14.64,-99.23441517,19.51491056,"$86,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2512,NORTE,RIO SAN JOAQUIN  VICENTE SEGURA 1,UNIPOLAR,12.9,14.64,-99.21829665,19.45576535,"$172,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2513,SUR,RIO SAN JOAQUIN  VICENTE SEGURA 1,UNIPOLAR,12.9,14.64,-99.21829665,19.45576535,"$212,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2515,SUR,PERIFERICO CIRCUITO DE LOS POETAS 5,UNIPOLAR,12.9,7.32,-99.23740122,19.49923915,"$172,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2516,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO CIRCUITO INGENIEROS 17,BIPOLAR,25,7.32,-99.2345826,19.51495076,"$86,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2540,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 949,AZOTEA,12.9,7.32,-99.2364126,19.48928729,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2543,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO   (465) 89,UNIPOLAR,12.9,11,-99.22626013,19.46921898,"$86,250.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2544,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO   (465) 89,UNIPOLAR,12.9,11,-99.22626013,19.46921898,"$143,750.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2545,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO CAMINO A SAN MATEO 2,UNIPOLAR,12.9,14.64,-99.2346472,19.48405793,"$71,875.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2568,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO 975,AZOTEA,12.9,7.32,-99.2365532,19.49002556,"$92,000.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2570,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO CALLE 4 25,UNIPOLAR,12.9,7.32,-99.22490517,19.46677406,"$57,500.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2571,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO CALLE 4 25,UNIPOLAR,12.9,7.32,-99.22490517,19.46677406,"$71,875.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2574,SUR,PERIFERICO NORTE  987,AZOTEA,12.9,7.32,-99.23664307,19.49032626,"$43,125.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2590,NORTE,PERIFERICO BLVD. MANUEL AVILA CAMACHO DIVERTIDO 758 CAMINO A SAN MATEO  2,UNIPOLAR,12.9,7.32,-99.23435388,19.48383399,"$71,875.00",,,RENTABLE,,
,EDO. DE MÉXICO,NAUCALPAN,2591,SUR,PERIFERICO BLVD. MANUEL AVILA CAMACHO DIVERTIDO 758 CAMINO A SAN MATEO  2,UNIPOLAR,12.9,7.32,-99.23435388,19.48383399,"$57,500.00",,,RENTABLE,,
