# CARAS,CIUDAD,MUNICIPIO,CLAVE,VISTA,DIRECCION,TIPO,BASE,ALTURA,LONGITUD ,LATITUD,TARIFA PUBLICO, IMPRESION, INSTALACION, PROVEEDOR, TELÉFONO PROVEEDOR ,
,MONTERREY,MONTERREY,6155,SUR,FIDEL VELAZQUEZ  710 C,AUTOSOPORTADO,12.9,7.32,-100.3200383,25.72965787,"$21,735.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6156,NORTE,FIDEL VELAZQUEZ Y MAR JONICO 4925A,AZOTEA,12.9,7.32,-100.3359693,25.72141912,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6157,NORTE,FIDEL VELAZQUEZ Y MIGUEL ABASTA 1734,UNIPOLAR,12.9,7.32,-100.3331569,25.72243168,"$30,187.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6158,SUR,FIDEL VELAZQUEZ Y MIGUEL ABASTA 1734,UNIPOLAR,12.9,7.32,-100.3331569,25.72243168,"$30,187.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6163,PONIENTE,MORONES PRIETO Y AYUTLA HILARIO MARTINEZ  612,UNIPOLAR,12.9,7.32,-100.3042937,25.66285119,"$54,337.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6165,PONIENTE,PASEO DE LOS LEONES Y MONTAÑA 2275,UNIPOLAR,12.9,7.32,-100.3750202,25.71042198,"$38,036.25",,,RENTABLE,,
,MONTERREY,MONTERREY,6166,ORIENTE,PASEO DE LOS LEONES Y MONTAÑA 2275,UNIPOLAR,12.9,7.32,-100.3750202,25.71042198,"$38,036.25",,,RENTABLE,,
,MONTERREY,MONTERREY,6169,NORTE,REVOLUCION 3633 SUR,AZOTEA,12.9,7.32,-100.2731571,25.64153173,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6170,NORTE,REVOLUCION Y CHAPULTEPEC 1507,UNIPOLAR,12.9,7.32,-100.2845739,25.66742938,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6171,SUR,REVOLUCION Y CHAPULTEPEC 1507,UNIPOLAR,12.9,7.32,-100.2845739,25.66742938,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6196,NORTE,CONSTITUYENTES DEL 17 No.  1506,UNIPOLAR,12.9,7.32,-100.3275922,25.72460673,"$23,318.76",,,RENTABLE,,
,MONTERREY,MONTERREY,6197,SUR,CONSTITUYENTES DEL 17 No.  1506,UNIPOLAR,12.9,7.32,-100.3275922,25.72460673,"$30,187.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6198,PONIENTE,ALFONSO REYES Y JULIO CAMELO S/N,UNIPOLAR,12.9,7.32,-100.2978101,25.63538749,"$36,225.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6199,ORIENTE,ALFONSO REYES Y JULIO CAMELO S/N,UNIPOLAR,12.9,7.32,-100.2978101,25.63538749,"$36,225.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6204,NORTE,16 DE SEPTIEMBRE Y TUNEL LOMA LARGA 2005,UNIPOLAR,12.9,7.32,-100.3355402,25.6654034,"$42,262.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6205,SUR,16 DE SEPTIEMBRE Y TUNEL LOMA LARGA 2005,UNIPOLAR,12.9,7.32,-100.3355402,25.6654034,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6206,NORTE,RIO NAZAS Y ALFOMBRILLAS 1626,UNIPOLAR,12.9,7.32,-100.306921,25.6390689,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6207,SUR,RIO NAZAS Y ALFOMBRILLAS 1626,UNIPOLAR,12.9,7.32,-100.306921,25.6390689,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6210,SUR,CUAUHTEMOC 747,AZOTEA,12.9,7.32,-100.3190912,25.66963704,"$36,225.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6211,PONIENTE,ALFONSO REYES 3516,AZOTEA,12.9,7.32,-100.2901989,25.63632318,"$30,187.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6213,PONIENTE,ALFONSO REYES  2900,UNIPOLAR,12.9,7.32,-100.2885429,25.6350645,"$42,262.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6214,ORIENTE,ALFONSO REYES  2900,UNIPOLAR,12.9,7.32,-100.2885429,25.6350645,"$30,187.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6215,PONIENTE,ABRAHAM LINCOLN 4962,UNIPOLAR,12.9,7.32,-100.3644523,25.72375243,"$38,640.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6216,ORIENTE,ABRAHAM LINCOLN 4962,UNIPOLAR,12.9,7.32,-100.3644523,25.72375243,"$38,640.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6245,ORIENTE,CONSTITUCION ESQ. DEGOLLADO 1531,UNIPOLAR,12.9,7.32,-100.3377385,25.66879734,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6246,SUR,REVOLUCION Y J. CANTU LEAL 711,UNIPOLAR,12.9,7.32,-100.2840679,25.66417696,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6247,PONIENTE,LINCOLN S/N,PUENTE PEATONAL,12.55,3.15,-100.3663391,25.72591446,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6248,ORIENTE,LINCOLN S/N,PUENTE PEATONAL,12.55,3.15,-100.3663391,25.72591446,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6253,PONIENTE,LINCOLN S/N,PUENTE PEATONAL,10,3.15,-100.3663391,25.72591446,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6254,ORIENTE,LINCOLN S/N,PUENTE PEATONAL,10,3.15,-100.3663391,25.72591446,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6257,PONIENTE,PASEO DE LOS LEONES ,PUENTE PEATONAL,21,3,-100.3756785,25.71054846,"$54,337.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6258,ORIENTE,PASEO DE LOS LEONES ,PUENTE PEATONAL,21,3,-100.3756785,25.71054846,"$54,337.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6259,NORTE,RANGEL FRIAS Y VIVIANO VILLARREAL ,PUENTE PEATONAL,19.5,3.15,-100.3658799,25.70990096,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6260,SUR,RANGEL FRIAS Y VIVIANO VILLARREAL ,PUENTE PEATONAL,19.5,3.15,-100.3658799,25.70990096,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6261,SUR,JOSE ELEUTERIO GONZALEZ 2705,AZOTEA,12.9,7.32,-100.3500305,25.70838093,"$42,262.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6262,NORTE,REVOLUCION 3028,UNIPOLAR,12.9,7.32,-100.2766388,25.65176176,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6263,SUR,REVOLUCION 3028,UNIPOLAR,12.9,7.32,-100.2766388,25.65176176,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6264,NORTE,REVOLUCION Y COCOYOC 3549,AZOTEA,12.9,7.32,-100.2728445,25.63449806,"$22,264.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6266,NORTE,AV. EUGENIO GARZA SADA  EL DIENTE 1896,UNIPOLAR,12.9,7.32,-100.2710402,25.62106491,"$18,112.50",,,RENTABLE,,
,MONTERREY,MONTERREY,6267,SUR,AV. EUGENIO GARZA SADA  EL DIENTE 1896,UNIPOLAR,12.9,7.32,-100.2710402,25.62106491,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6273,NORTE,EUGENIO GARZA SADA 1363,AZOTEA,12.9,7.32,-100.2969994,25.66413872,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6274,SUR,EUGENIO GARZA SADA 1363,AZOTEA,12.9,7.32,-100.2969994,25.66413872,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6280,NORTE,REVOLUCION  ALFA 372,UNIPOLAR,12.9,7.32,-100.2748065,25.64473388,"$38,640.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6281,SUR,REVOLUCION  ALFA 372,UNIPOLAR,12.9,7.32,-100.2748065,25.64473388,"$38,640.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6282,PONIENTE,FRANCISCO I. MADERO ORIENTE 1145,AZOTEA,12.9,7.32,-100.303049,25.6830556,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6283,ORIENTE,PASEO DE LOS LEONES 300,UNIPOLAR,12.9,7.32,-100.3542003,25.69725021,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6284,PONIENTE,PASEO DE LOS LEONES 300,UNIPOLAR,12.9,7.32,-100.3542003,25.69725021,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6285,PONIENTE,LAZARO CARDENAS Y CERRO DE LA SILLA S/N,UNIPOLAR,12.9,7.32,-100.2942084,25.62614701,"$36,225.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6286,ORIENTE,LAZARO CARDENAS Y CERRO DE LA SILLA S/N,UNIPOLAR,12.9,7.32,-100.2942084,25.62614701,"$36,225.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6287,PONIENTE,LAZARO CARDENAS  RIO NAZAS  1329,UNIPOLAR,12.9,7.32,-100.3097781,25.63701018,"$50,715.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6288,ORIENTE,LAZARO CARDENAS  RIO NAZAS  1329,UNIPOLAR,12.9,7.32,-100.3097781,25.63701018,"$50,715.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6291,PONIENTE,CONSTITUCION ORIENTE Y CONSTITUYENTES S/N,UNIPOLAR,12.9,7.32,-100.2634196,25.68304188,"$24,546.06",,,RENTABLE,,
,MONTERREY,MONTERREY,6292,ORIENTE,CONSTITUCION ORIENTE Y CONSTITUYENTES S/N,UNIPOLAR,12.9,7.32,-100.2634196,25.68304188,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6293,SUR,FIDEL VELAZQUEZ  NO ME OLVIDES 964,AZOTEA,12.9,7.32,-100.3232229,25.72548204,"$25,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6296,PONIENTE,PASEO DE LOS LEONES  Y CRISTOBAL GUERRA 2988,UNIPOLAR,12.9,7.32,-100.3931513,25.72254945,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6297,ORIENTE,PASEO DE LOS LEONES  Y CRISTOBAL GUERRA 2988,UNIPOLAR,12.9,7.32,-100.3931513,25.72254945,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6301,PONIENTE,PASEO DE LOS LEONES 2935,UNIPOLAR,12.9,7.32,-100.3896462,25.72161055,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6302,ORIENTE,PASEO DE LOS LEONES 2935,UNIPOLAR,12.9,7.32,-100.3896462,25.72161055,"$38,036.25",,,RENTABLE,,
,MONTERREY,MONTERREY,6303,ORIENTE,FRESADOR 3401,UNIPOLAR,12.9,7.32,-100.2992396,25.63368043,"$41,839.88",,,RENTABLE,,
,MONTERREY,MONTERREY,6304,PONIENTE,FRESADOR 3401,UNIPOLAR,12.9,7.32,-100.2992396,25.63368043,"$25,731.52",,,RENTABLE,,
,MONTERREY,MONTERREY,6305,NORTE,ALFONSO REYES Y CALZ. VICTORIA 1701,AZOTEA,12.9,7.32,-100.3162925,25.6899248,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6306,SUR,ALFONSO REYES Y CALZ. VICTORIA 1701,AZOTEA,12.9,7.32,-100.3162925,25.6899248,"$33,810.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6307,NORTE,ROGELIO CANTU GOMEZ  S/N,UNIPOLAR,12.9,7.32,-100.3772815,25.6810069,"$44,375.63",,,RENTABLE,,
,MONTERREY,MONTERREY,6308,SUR,ROGELIO CANTU GOMEZ  S/N,UNIPOLAR,12.9,7.32,-100.3772815,25.6810069,"$44,375.63",,,RENTABLE,,
,MONTERREY,MONTERREY,6309,NORTE,ROGELIO CANTU GOMEZ S/N,UNIPOLAR,12.9,7.32,-100.3775815,25.68226861,"$44,375.63",,,RENTABLE,,
,MONTERREY,MONTERREY,6310,SUR,ROGELIO CANTU GOMEZ S/N,UNIPOLAR,12.9,7.32,-100.3775815,25.68226861,"$44,375.63",,,RENTABLE,,
,MONTERREY,MONTERREY,6311,NORTE,ROGELIO CANTU COMEZ S/N,AUTOSOPORTADO,12.9,7.32,-100.3774861,25.68196082,"$38,036.25",,,RENTABLE,,
,MONTERREY,MONTERREY,6312,SUR,ROGELIO CANTU COMEZ S/N,AUTOSOPORTADO,12.9,7.32,-100.3774861,25.68196082,"$38,036.25",,,RENTABLE,,
,MONTERREY,MONTERREY,6324,NORTE,EUGENIO GARZA SADA 5117,UNIPOLAR,12.9,9,-100.2709857,25.61382576,"$72,450.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6348,SUR,REVOLUCION Y COCOYOC 3549,AZOTEA,12.9,7.32,-100.2728445,25.63449806,"$21,150.80",,,RENTABLE,,
,MONTERREY,MONTERREY,6033,SUR,F. VELAZQUEZ Y PLAYA 501,UNIPOLAR,12.9,7.32,-100.3459371,25.7174064,"$63,250.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6034,NORTE,F. VELAZQUEZ Y PLAYA 501,UNIPOLAR,12.9,7.32,-100.3459371,25.7174064,"$63,250.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6313,NORTE,VENUSTIANO CARRANZA  S/N,UNIPOLAR,12.2,7.32,-100.3331518,25.67291718,"$48,300.00",,,RENTABLE,,
,MONTERREY,MONTERREY,6314,SUR,VENUSTIANO CARRANZA  S/N,UNIPOLAR,12.2,7.32,-100.3331518,25.67291718,"$24,546.06",,,RENTABLE,,
,MONTERREY,SAN NICOLAS DE LOS GARZA,6120,ORIENTE,FELIX GALVAN  101,UNIPOLAR,12.9,7.32,-100.2148579,25.72465797,"$42,262.50",,,RENTABLE,,
,MONTERREY,SAN NICOLAS DE LOS GARZA,6121,PONIENTE,FELIX GALVAN  101,UNIPOLAR,12.9,7.32,-100.2148579,25.72465797,"$42,262.50",,,RENTABLE,,
,MONTERREY,SANTA CATARINA,6184,PONIENTE,BLVD. DIAZ ORDAZ 111-G,UNIPOLAR,12.9,7.32,-100.4326026,25.67471302,"$20,240.00",,,RENTABLE,,
,MONTERREY,SANTA CATARINA,6185,ORIENTE,BLVD. DIAZ ORDAZ 111-G,UNIPOLAR,12.9,7.32,-100.4326026,25.67471302,"$21,217.50",,,RENTABLE,,
,PUEBLA,PUEBLA,04972-E01,,PROLONGACION 11 SUR #11715 SAN FRANCISCO MAYORAZGO,UNIPOLAR,12.9,7.32,-98.24744658,18.98915237,"$31,696.88",,,RENTABLE,,
,PUEBLA,PUEBLA,04972-E02,ORIENTE,PROLONGACION 11 SUR #11715 SAN FRANCISCO MAYORAZGO,UNIPOLAR,12.9,7.32,-98.24744658,18.98915237,"$31,696.88",,,RENTABLE,,
,PUEBLA,PUEBLA,3005,PONIENTE,BLVD. NORTE 2302 ESQ. HEROES DE NACOZARI,UNIPOLAR,12.9,7.32,-98.19714117,19.0739332,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3006,ORIENTE,BLVD. NORTE 2302 ESQ. HEROES DE NACOZARI,UNIPOLAR,12.9,7.32,-98.19714117,19.0739332,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3010,NORTE,DIAGONAL DEFENSORES DE LA REPUBLICA 627,UNIPOLAR,12.9,7.32,-98.19152842,19.06535473,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3013,NORTE,PROLONGACION 11 SUR 5118-A,UNIPOLAR,12.9,7.32,-98.22097249,19.02669763,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3014,ORIENTE,DIAGONAL DEFENSORES DE LA REPUBLICA 893 (894),UNIPOLAR,12.9,7.32,-98.18022744,19.06469479,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3017,PONIENTE,DIAGONAL DEFENSORES DE LA REPUBLICA 448 - 452,UNIPOLAR,12.9,7.32,-98.19790415,19.06319742,"$25,294.11",,,RENTABLE,,
,PUEBLA,PUEBLA,3030,SUR,CARRETERA ATLIXCO - PUEBLA KM. 3.5 L. 84,UNIPOLAR,12.9,7.32,-98.25233764,19.03652571,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3033,NORTE,49 SUR L. 68 MZ. 14,UNIPOLAR,12.9,9,-98.2375786,19.05469872,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3034,SUR,49 SUR L. 68 MZ. 14,UNIPOLAR,12.9,9,-98.2375786,19.05469872,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3035,NORTE,21 PTE. ESQ. BLVD. DE VIA SAN JUAN S/N,UNIPOLAR,12.9,11,-98.23798248,19.0547223,"$42,262.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3036,SUR,21 PTE. ESQ. BLVD. DE VIA SAN JUAN S/N,UNIPOLAR,12.9,11,-98.23798248,19.0547223,"$26,498.59",,,RENTABLE,,
,PUEBLA,PUEBLA,3039,SUR,CARR- PUEBLA STA. ANA KM. 14.5,UNIPOLAR,12.9,7.32,-98.1932974,19.18584009,"$24,089.63",,,RENTABLE,,
,PUEBLA,PUEBLA,3040,NORTE,CARR- PUEBLA STA. ANA KM. 14.5,UNIPOLAR,12.9,7.32,-98.1932974,19.18584009,"$25,357.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3041,PONIENTE,PRIVADA MORELOS 19,UNIPOLAR,12.9,7.32,-98.21775637,19.08929342,"$24,089.63",,,RENTABLE,,
,PUEBLA,PUEBLA,3042,ORIENTE,PRIVADA MORELOS 19,UNIPOLAR,12.9,7.32,-98.21775637,19.08929342,"$25,357.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3045,PONIENTE,AUTOPISTA MEXICO-PUEBLA PRIVADA JALISCO 8,AUTOSOPORTADO,12.9,7.32,-98.47434281,19.29509686,"$14,453.78",,,RENTABLE,,
,PUEBLA,PUEBLA,3046,ORIENTE,AUTOPISTA MEXICO-PUEBLA PRIVADA JALISCO 8,AUTOSOPORTADO,12.9,7.32,-98.47434281,19.29509686,"$19,018.13",,,RENTABLE,,
,PUEBLA,PUEBLA,3075,NORTE,BLVD. NIÑO POBLANO ESQ. RETORNO NIÑOS HEROES 1,UNIPOLAR,12.9,9,-98.24585091,19.03631583,"$27,703.07",,,RENTABLE,,
,PUEBLA,PUEBLA,3081,NORTE,PROLONGACION 24 SUR 5133,UNIPOLAR,12.9,7.32,-98.19306062,19.01413064,"$36,134.44",,,RENTABLE,,
,PUEBLA,PUEBLA,3082,SUR,PROLONGACION 24 SUR 5133,UNIPOLAR,12.9,7.32,-98.19306062,19.01413064,"$38,036.25",,,RENTABLE,,
,PUEBLA,PUEBLA,3089,NORTE,6 PONIENTE 2918,UNIPOLAR,12.9,7.32,-98.21884025,19.05853199,"$26,565.00",,,RENTABLE,,
,PUEBLA,PUEBLA,3090,SUR,6 PONIENTE 2918,UNIPOLAR,12.9,7.32,-98.21884025,19.05853199,"$26,565.00",,,RENTABLE,,
,PUEBLA,PUEBLA,3131,PONIENTE,DE LAS TORRES S/N,UNIPOLAR,12.9,7.32,-98.23752543,19.00480304,"$26,498.59",,,RENTABLE,,
,PUEBLA,PUEBLA,3132,ORIENTE,DE LAS TORRES S/N,UNIPOLAR,12.9,7.32,-98.23752543,19.00480304,"$27,893.25",,,RENTABLE,,
,PUEBLA,PUEBLA,3158,NORTE,BLVD. VIA SAN JUAN 45 SUR 3105,UNIPOLAR,12.9,7.32,-98.23866685,19.04911572,"$31,696.88",,,RENTABLE,,
,PUEBLA,PUEBLA,3159,NORTE,CARRETERA ATLIXCO - PUEBLA KM. 3.5 L. 84,UNIPOLAR,12.9,7.32,-98.25233764,19.03652571,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3160,PONIENTE,PERIFERICO Y 16 DE SEPTIEMBRE 111 B ORIENTE 13,UNIPOLAR,12.9,11,-98.23051008,18.98467148,"$26,498.59",,,RENTABLE,,
,PUEBLA,PUEBLA,3161,ORIENTE,PERIFERICO Y 16 DE SEPTIEMBRE 111 B ORIENTE 13,UNIPOLAR,12.9,11,-98.23051008,18.98467148,"$26,498.59",,,RENTABLE,,
,PUEBLA,PUEBLA,3168,NORTE,PROL 11 SUR 8314,UNIPOLAR,12.9,11,-98.2378121,19.00541795,"$35,500.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3169,SUR,PROL 11 SUR 8314,UNIPOLAR,12.9,11,-98.2378121,19.00541795,"$35,500.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3192,SUR,DIAGONAL DEFENSORES DE LA REPUBLICA 627,UNIPOLAR,12.9,7.32,-98.19149491,19.06531108,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3193,SUR,PROLONGACION 11 SUR 5118-A,UNIPOLAR,12.9,7.32,-98.22091822,19.02663068,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3194,NORTE,PROL. 16  DE SEPTIEMBRE 9905,UNIPOLAR,12.9,7.32,-98.22635768,18.9946264,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3195,SUR,PROL. 16  DE SEPTIEMBRE 9905,UNIPOLAR,12.9,7.32,-98.22635768,18.9946264,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3196,NORTE,PROL. 24 SUR 9319,UNIPOLAR,12.9,7.32,-98.19727844,18.97656991,"$25,357.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3197,SUR,PROL. 24 SUR 9319,UNIPOLAR,12.9,7.32,-98.19727844,18.97656991,"$25,357.50",,,RENTABLE,,
,PUEBLA,PUEBLA,3198,NORTE,MUNICIPIO LIBRE 580,UNIPOLAR,12.9,7.32,-98.23219137,19.00275245,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3199,SUR,MUNICIPIO LIBRE 580,UNIPOLAR,12.9,7.32,-98.23219137,19.00275245,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3202,NORTE,MUNICIPIO LIBRE 1041,UNIPOLAR,12.9,7.32,-98.21331396,18.99408276,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3203,SUR,MUNICIPIO LIBRE 1041,UNIPOLAR,12.9,7.32,-98.21331396,18.99408276,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3204,PONIENTE,DIAGONAL DEFENSORES DE LA REPUBLICA 893 (894),UNIPOLAR,12.9,7.32,-98.18022744,19.06469479,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3205,Oriente,DIAGONAL DEFENSORES DE LA REPUBLICA 448 - 452,UNIPOLAR,12.9,7.32,-98.19790415,19.06319743,"$25,294.11",,,RENTABLE,,
,PUEBLA,PUEBLA,3206,NORTE,ADOLFO LOPEZ MATEOS 1,UNIPOLAR,12.9,7.32,-98.19545105,18.99627976,"$24,150.00",,,RENTABLE,,
,PUEBLA,PUEBLA,3207,SUR,ADOLFO LOPEZ MATEOS 1,UNIPOLAR,12.9,7.32,-98.19545105,18.99627976,"$24,150.00",,,RENTABLE,,
,PUEBLA,PUEBLA,3210,NORTE,KM. 6.5 CARRETERA FEDERAL PUEBLA TLAXCALA 10665,UNIPOLAR,12.9,7.32,-98.20748112,19.09647997,"$24,089.63",,,RENTABLE,,
,PUEBLA,PUEBLA,3211,SUR,KM. 6.5 CARRETERA FEDERAL PUEBLA TLAXCALA 10665,UNIPOLAR,12.9,7.32,-98.20748112,19.09647997,"$24,089.63",,,RENTABLE,,
,PUEBLA,PUEBLA,3212,NORTE,2 PONIENTE 2508 - B,UNIPOLAR,12.9,7.32,-98.21662762,19.05510217,"$27,893.25",,,RENTABLE,,
,PUEBLA,PUEBLA,3213,SUR,2 PONIENTE 2508 - B,UNIPOLAR,12.9,7.32,-98.21662762,19.05510217,"$27,893.25",,,RENTABLE,,
,PUEBLA,PUEBLA,3216,NORTE,PROLONGACION 14 SUR 6342,UNIPOLAR,12.9,7.32,-98.20788128,19.00234,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3217,SUR,PROLONGACION 14 SUR 6342,UNIPOLAR,12.9,7.32,-98.20788128,19.00234,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3218,NORTE,PROLONGACION 14 SUR 10307,UNIPOLAR,12.9,7.32,-98.21676428,18.98598678,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3219,SUR,PROLONGACION 14 SUR 10307,UNIPOLAR,12.9,7.32,-98.21676428,18.98598678,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3220,NORTE,PROL. 16 DE SEPTIEMBRE 10539,UNIPOLAR,12.9,7.32,-98.22917273,18.98938937,"$31,696.88",,,RENTABLE,,
,PUEBLA,PUEBLA,3221,SUR,PROL. 16 DE SEPTIEMBRE 10539,UNIPOLAR,12.9,7.32,-98.22917273,18.98938937,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3222,PONIENTE,BLVD. XONACA 2845,UNIPOLAR,7.5,12.9,-98.17600998,19.04596441,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3223,ORIENTE,BLVD. XONACA 2845,UNIPOLAR,7.5,12.9,-98.17600998,19.04596441,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3224,NORTE,PROL. 16 DE SEPTIEMBRE 8917,UNIPOLAR,12.9,7.32,-98.22512647,18.99678639,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3225,SUR,PROL. 16 DE SEPTIEMBRE 8917,UNIPOLAR,12.9,7.32,-98.22512647,18.99678639,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3226,ORIENTE,25 ORIENTE 207,UNIPOLAR,12.9,7.32,-98.20198448,19.034043,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3227,NORTE,ESTEBAN DE ANTUÑANO 606,UNIPOLAR,12.9,7.32,-98.23900105,19.07722261,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3228,SUR,ESTEBAN DE ANTUÑANO 606,UNIPOLAR,12.9,7.32,-98.23900105,19.07722261,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3231,NORTE,14 SUR 5110,UNIPOLAR,12.9,7.32,-98.19963923,19.01925012,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3232,SUR,14 SUR 5110,UNIPOLAR,12.9,7.32,-98.19963923,19.01925012,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3235,NORTE,BLVD. CLUB DE GOLF 8104,UNIPOLAR,12.9,7.32,-98.23637496,19.00812229,"$26,625.38",,,RENTABLE,,
,PUEBLA,PUEBLA,3236,SUR,BLVD. CLUB DE GOLF 8104,UNIPOLAR,12.9,7.32,-98.23637496,19.00812229,"$25,294.11",,,RENTABLE,,
,PUEBLA,PUEBLA,3237,PONIENTE,AVENIDA 2 PONIENTE 2920,UNIPOLAR,7.5,12.9,-98.2197977,19.05732991,"$29,161.13",,,RENTABLE,,
,PUEBLA,PUEBLA,3238,ORIENTE,AVENIDA 2 PONIENTE 2920,UNIPOLAR,7.5,12.9,-98.2197977,19.05732991,"$27,703.07",,,RENTABLE,,
